package-name,nop,move,move/from16,move/16,move-wide,move-wide/from16,move-wide/16,move-object,move-object/from16,move-object/16,move-result,move-result-wide,move-result-object,move-exception,return-void,return,return-wide,return-object,const/4,const/16,const,const/high16,const-wide/16,const-wide/32,const-wide,const-wide/high16,const-string,const-string-jumbo,const-class,monitor-enter,monitor-exit,check-cast,instance-of,array-length,new-instance,new-array,filled-new-array,filled-new-array-range,fill-array-data,throw,goto,goto/16,goto/32,packed-switch,sparse-switch,cmpl-float,cmpg-float,cmpl-double,cmpg-double,cmp-long,if-eq,if-ne,if-lt,if-ge,if-gt,if-le,if-eqz,if-nez,if-ltz,if-gez,if-gtz,if-lez,unused_3E,unused_3F,unused_40,unused_41,unused_42,unused_43,aget,aget-wide,aget-object,aget-boolean,aget-byte,aget-char,aget-short,aput,aput-wide,aput-object,aput-boolean,aput-byte,aput-char,aput-short,iget,iget-wide,iget-object,iget-boolean,iget-byte,iget-char,iget-short,iput,iput-wide,iput-object,iput-boolean,iput-byte,iput-char,iput-short,sget,sget-wide,sget-object,sget-boolean,sget-byte,sget-char,sget-short,sput,sput-wide,sput-object,sput-boolean,sput-byte,sput-char,sput-short,invoke-virtual,invoke-super,invoke-direct,invoke-static,invoke-interface,unused_73,invoke-virtual/range,invoke-super/range,invoke-direct/range,invoke-static/range,invoke-interface-range,unused_79,unused_7A,neg-int,not-int,neg-long,not-long,neg-float,neg-double,int-to-long,int-to-float,int-to-double,long-to-int,long-to-float,long-to-double,float-to-int,float-to-long,float-to-double,double-to-int,double-to-long,double-to-float,int-to-byte,int-to-char,int-to-short,add-int,sub-int,mul-int,div-int,rem-int,and-int,or-int,xor-int,shl-int,shr-int,ushr-int,add-long,sub-long,mul-long,div-long,rem-long,and-long,or-long,xor-long,shl-long,shr-long,ushr-long,add-float,sub-float,mul-float,div-float,rem-float,add-double,sub-double,mul-double,div-double,rem-double,add-int/2addr,sub-int/2addr,mul-int/2addr,div-int/2addr,rem-int/2addr,and-int/2addr,or-int/2addr,xor-int/2addr,shl-int/2addr,shr-int/2addr,ushr-int/2addr,add-long/2addr,sub-long/2addr,mul-long/2addr,div-long/2addr,rem-long/2addr,and-long/2addr,or-long/2addr,xor-long/2addr,shl-long/2addr,shr-long/2addr,ushr-long/2addr,add-float/2addr,sub-float/2addr,mul-float/2addr,div-float/2addr,rem-float/2addr,add-double/2addr,sub-double/2addr,mul-double/2addr,div-double/2addr,rem-double/2addr,add-int/lit16,sub-int/lit16,mul-int/lit16,div-int/lit16,rem-int/lit16,and-int/lit16,or-int/lit16,xor-int/lit16,add-int/lit8,sub-int/lit8,mul-int/lit8,div-int/lit8,rem-int/lit8,and-int/lit8,or-int/lit8,xor-int/lit8,shl-int/lit8,shr-int/lit8,ushr-int/lit8,unused_E3,unused_E4,unused_E5,unused_E6,unused_E7,unused_E8,unused_E9,unused_EA,unused_EB,unused_EC,unused_ED,execute-inline,unused_EF,invoke-direct-empty,unused_F1,iget-quick,iget-wide-quick,iget-object-quick,iput-quick,iput-wide-quick,iput-object-quick,invoke-virtual-quick,invoke-virtual-quick/range,invoke-super-quick,invoke-super-quick/range,unused_FC,unused_FD,UNUSED_FE,UNUSED_FF,
com.maxelus.raysoflightlivewallpaper,36,785,75,0,0,0,0,156,62,0,1184,33,1452,129,1144,219,2,204,1311,422,130,137,18,5,5,1,1505,0,17,57,121,266,32,56,810,104,0,0,7,323,935,87,0,52,21,62,17,0,3,11,72,142,62,165,7,37,861,399,46,30,13,89,0,0,0,0,0,0,231,8,68,0,1,3,1,211,0,82,4,1,1,6,1107,17,2891,400,0,1,0,594,20,557,462,0,3,0,49,0,545,68,0,0,0,18,1,157,16,0,0,0,2986,75,2372,795,861,0,36,3,13,3,0,0,0,3,0,0,0,6,0,12,158,4,8,2,0,80,0,12,5,0,8,0,2,7,32,42,4,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,13,22,11,24,1,0,0,0,0,0,81,56,2,0,0,13,21,0,0,0,0,0,3,2,1,0,2,0,2,0,0,0,178,50,181,36,4,0,0,2,0,0,0,0,3,0,0,18,0,0,323,0,30,33,0,30,11,4,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.inrix.wpxi,286,3627,1149,0,178,216,0,3459,2629,0,14642,1641,35804,3961,14790,4502,356,10542,19656,5138,625,446,522,74,169,178,15313,0,827,593,1264,4950,801,1023,11293,1547,3,0,37,4230,12625,1626,0,402,255,119,44,92,128,282,928,1362,330,1208,128,216,10038,4771,252,214,166,507,0,0,0,0,0,0,365,26,584,2,297,64,1,551,19,2678,0,308,18,0,26787,1162,57866,1352,18,24,42,13753,548,8548,1393,9,13,12,215,22,5843,144,0,0,0,40,13,2232,41,0,0,0,51210,749,18608,18818,12300,0,747,6,566,391,0,0,0,30,0,3,0,18,3,146,316,75,121,8,17,153,1,61,30,16,27,317,16,8,193,203,22,4,1,11,15,3,12,0,2,9,37,6,5,1,3,0,1,2,25,26,41,70,94,72,8,73,106,156,60,4,592,117,21,3,2,4599,1566,5323,6,0,0,52,37,14,10,0,51,27,30,27,1,15,95,35,157,55,2,50,41,101,41,8,34,0,18,5,4,414,3,0,1828,0,288,70,15,142,34,2994,263,34,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.ebigle.sga,206,2051,965,0,31,29,0,1706,2293,0,10567,475,21189,2197,7746,3279,118,7104,11843,3338,184,310,216,42,30,23,8787,0,312,347,738,3419,516,356,6485,753,0,0,32,2501,7301,1074,0,217,135,100,43,10,21,129,570,1364,291,743,83,129,6425,3137,154,119,108,397,0,0,0,0,0,0,130,8,207,2,343,5,1,183,6,1175,1,297,12,1,25851,281,48136,880,18,19,6,13395,196,5610,918,113,11,3,551,3,3749,102,0,0,0,21,2,1417,30,0,0,0,30743,585,10556,11599,7102,0,552,6,306,201,0,0,0,25,0,2,0,13,0,62,292,10,35,8,7,137,1,12,10,4,7,284,5,4,366,217,9,9,1,11,20,0,5,0,0,4,23,1,3,1,2,0,1,1,8,6,34,64,43,58,3,1,3,0,2,0,528,98,12,5,0,4586,1554,5321,4,0,0,36,22,8,2,1,20,8,7,8,0,2,60,23,115,31,1,10,2,10,5,4,26,0,11,3,2,481,45,0,1228,0,424,45,3,912,415,2992,271,25,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.km.photo.mirrormania,137,3013,512,0,54,108,0,974,954,0,10204,461,10774,917,5014,1851,63,2198,7581,2576,857,1111,104,7,83,112,4280,0,177,76,168,1871,241,202,4263,642,4,0,49,726,5056,967,0,193,95,295,210,16,13,60,404,888,311,755,87,225,4342,1879,255,229,169,405,0,0,0,0,0,0,652,11,235,6,12,8,0,493,10,790,8,0,12,0,5672,142,14577,904,0,40,0,2597,140,3340,869,0,24,0,844,2,2446,131,0,8,0,85,3,875,74,0,0,0,24268,541,7213,6831,2560,0,580,13,175,112,0,0,0,161,0,0,0,54,8,30,2757,177,6,5,3,620,0,118,156,0,78,2,8,0,221,404,103,21,10,14,9,0,6,0,0,2,10,0,0,0,3,0,0,0,0,0,30,140,78,103,0,53,28,105,22,4,484,426,29,12,2,53,60,4,6,0,0,20,10,1,3,0,1,0,0,0,1,0,733,377,1343,415,2,92,43,74,45,2,5,0,5,1,3,54,0,0,1327,0,79,554,2,111,16,13,87,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.flyingbusstudio.eyerestreminderfree,144,2372,214,0,31,39,0,1230,997,0,7165,422,11697,789,4696,1830,95,3139,7630,1799,176,332,235,26,23,19,4506,0,119,190,417,1572,226,178,3396,578,0,0,22,965,4931,560,0,256,97,109,49,8,10,126,531,520,250,528,33,78,3734,1683,122,88,70,211,0,0,0,0,0,0,71,2,146,1,269,5,0,104,0,596,0,266,0,0,25004,282,42903,810,0,10,5,12634,227,2884,808,0,10,1,253,7,1046,123,0,0,0,4,6,663,25,0,0,0,16850,395,5305,9063,2911,0,206,8,191,90,0,0,0,20,0,0,0,7,0,40,301,7,17,7,0,154,1,14,3,3,4,265,2,1,42,149,8,4,3,6,4,0,9,0,0,1,18,0,0,0,1,3,0,1,1,4,15,61,15,35,8,0,1,0,0,0,297,135,11,6,1,4594,1555,5311,6,0,0,20,25,2,3,1,14,1,8,0,0,4,105,69,146,59,1,1,1,8,2,2,10,0,6,2,2,351,3,0,626,0,27,63,0,129,16,2985,200,9,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.rioneutron.words4.free,305,2375,1724,0,64,84,0,1720,2915,0,10748,569,19310,2261,8623,3056,153,5364,12480,4472,361,469,334,72,53,48,9208,0,166,324,697,3139,449,622,6368,1106,0,0,260,2274,7946,1370,0,277,184,152,53,25,28,179,585,793,356,798,66,136,7154,2979,191,140,104,399,0,0,0,0,0,0,218,6,358,1,275,5,0,317,4,1684,0,269,9,0,25565,498,49768,1113,0,28,6,13007,351,4974,1061,0,21,3,318,14,3397,123,0,12,0,20,8,1547,19,0,2,0,31605,546,10509,12121,6196,0,818,7,318,234,0,0,0,19,0,2,0,17,4,49,349,22,21,8,13,156,1,62,19,7,29,269,11,2,238,278,21,9,6,13,18,1,14,0,0,4,35,4,1,1,4,4,0,1,1,5,85,131,111,84,4,11,9,40,21,0,478,105,7,2,0,4596,1582,5315,2,0,0,24,19,9,0,0,22,47,12,8,0,7,108,48,159,55,2,20,12,18,16,7,16,0,9,3,1,372,3,0,1236,0,130,65,7,155,33,2993,263,22,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.calcaware.null,373,7255,1307,0,124,107,0,4296,4820,0,21911,1449,47084,3953,10254,3798,225,5388,31600,14813,1620,414,977,133,61,67,27454,0,867,893,1918,4955,443,1167,11716,3546,1,0,291,2445,14795,4557,0,391,235,111,69,42,19,502,1447,2985,354,1554,163,348,14966,6960,247,210,122,914,0,0,0,0,0,0,562,50,2144,148,289,19,0,885,43,10070,77,291,18,0,25955,621,58430,1442,0,7,0,13202,453,7438,1505,0,7,0,361,32,7696,271,0,16,0,156,46,2856,205,0,2,0,59662,1188,18108,31238,11086,0,670,6,1045,511,0,0,0,7,0,2,0,1,0,227,346,41,79,4,18,185,3,31,25,7,9,309,11,9,125,185,8,6,10,13,4,0,4,0,0,29,117,9,16,16,0,0,0,1,1,11,18,44,13,33,7,1,3,5,5,1,675,200,39,12,5,4653,1587,5320,1,0,0,102,118,74,37,14,33,20,10,22,0,7,75,33,129,62,3,4,6,27,18,4,37,0,17,15,4,392,35,0,2331,0,218,135,15,216,71,2989,231,15,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nicesprite.unity,1,118,30,0,11,4,0,58,14,0,273,27,430,58,272,83,0,43,354,49,14,16,16,3,5,2,160,0,7,22,47,60,11,18,159,31,0,0,2,30,214,18,0,1,0,9,9,0,3,4,21,52,2,14,0,5,225,115,2,13,1,16,0,0,0,0,0,0,23,1,13,0,1,0,0,7,0,25,0,0,0,0,94,5,554,53,0,0,0,66,3,161,67,0,0,0,7,0,43,34,0,0,0,4,0,7,11,0,0,0,776,19,319,273,95,0,7,0,10,2,0,0,0,0,0,0,0,8,0,3,11,9,0,0,2,3,0,2,0,0,7,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,0,4,1,3,0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,7,4,0,2,0,2,3,0,3,0,3,1,0,3,0,0,32,0,6,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.kartatech.karta.gps,443,12206,2294,0,535,441,0,7883,10358,0,34735,4606,78948,7585,31739,7328,714,18792,41841,10676,3790,1265,2505,296,357,181,34974,0,2589,1903,4203,12501,1717,2495,28773,4058,1,0,321,8272,28705,4129,0,584,336,343,204,61,27,1848,2599,3970,935,3116,389,630,27479,16149,716,636,391,1642,0,0,0,0,0,0,1083,118,1535,32,799,141,4,1209,91,6073,28,556,26,5,34655,3404,108156,5029,51,53,26,17652,1732,26224,4162,41,30,25,1571,78,13796,1200,0,2,0,267,63,6244,369,0,3,0,98964,2683,45353,44522,24549,0,1644,33,1464,1130,0,0,0,189,0,15,0,73,7,1007,1112,68,399,42,58,366,12,151,49,24,64,510,47,28,298,610,75,35,7,46,19,2,43,1,7,121,237,27,32,13,22,12,7,11,34,26,55,153,89,93,2,13,19,31,24,0,2765,854,183,39,19,4780,1818,5369,38,6,5,544,335,143,104,23,181,85,43,96,17,30,270,155,512,230,4,41,19,92,46,0,104,0,42,16,5,773,48,0,6084,0,807,237,48,599,82,3004,430,166,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.thsoft.tonematrix,317,4859,716,0,94,98,0,3221,2617,0,15631,853,25366,2109,10564,4250,176,7188,17476,3446,317,538,392,39,48,53,9458,0,244,427,962,3349,629,382,7356,1409,7,0,101,2392,11268,1206,0,480,372,155,51,18,17,229,1190,1049,382,1238,68,176,8639,3525,191,127,95,397,0,0,0,0,0,0,429,20,342,17,312,12,1,322,10,1448,14,293,3,2,27399,751,53954,1623,38,13,5,14088,383,6510,1413,14,12,1,773,10,2778,129,0,0,0,52,8,1533,46,0,0,0,36568,896,12217,20471,7093,0,470,9,534,193,0,0,0,53,0,0,0,20,5,91,451,14,41,8,3,233,1,67,16,3,23,307,5,3,126,300,21,11,9,12,3,1,17,1,0,6,41,3,0,3,1,3,0,1,1,13,43,65,27,45,8,13,17,30,12,0,855,355,84,21,11,4618,1609,5331,10,0,0,40,33,11,2,12,21,12,17,11,0,12,150,62,200,84,5,22,12,47,12,2,13,0,7,20,3,406,22,0,1271,0,152,114,4,165,22,2990,266,43,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.jagbani,540,15360,3112,0,852,561,0,8930,7979,0,45171,4636,87704,7801,36856,11222,1173,21919,48372,10981,1854,2127,2930,383,520,294,40314,0,1712,1670,3660,12413,2025,2794,28834,4292,2,0,603,7520,34560,4151,0,698,451,658,273,107,49,2085,2979,5696,1455,4058,526,885,32198,16578,948,828,459,2107,0,0,0,0,0,0,1525,236,1873,73,1036,157,5,1182,158,5083,61,647,45,3,41864,3751,115628,5309,34,39,7,21596,2336,23905,4909,13,27,5,3752,53,12503,371,0,0,0,499,41,5526,291,0,0,0,130818,3101,49188,44681,23616,0,1725,51,1846,668,0,0,0,231,0,17,0,140,7,1284,2271,167,476,104,90,624,14,264,109,46,124,533,64,57,516,1150,83,48,26,53,30,4,41,3,7,146,361,38,55,27,17,11,7,12,14,55,155,475,134,193,3,14,23,32,38,0,3461,1375,236,72,25,4790,1968,5582,37,10,8,728,541,266,155,23,204,138,40,129,3,24,673,395,1023,570,8,123,52,232,125,0,122,0,45,21,10,977,55,2,7747,0,915,419,81,817,69,3021,554,276,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.touch.tk,467,5684,1469,0,223,277,0,6537,5072,0,23512,2546,55686,6280,21371,6473,588,14843,31487,7203,308,666,1125,134,151,69,28359,0,696,1009,2222,7209,1131,1355,16835,2674,0,0,39,5595,19856,2945,0,646,538,156,74,42,48,677,1277,1456,494,1764,131,280,16729,7158,299,213,185,743,0,0,0,0,0,0,309,118,875,2,327,15,14,293,42,4806,1,306,18,14,28221,1716,69335,2190,40,26,95,14831,957,12407,1968,12,18,51,597,41,10064,423,0,1,0,141,43,3800,216,0,1,0,79241,1270,25971,36479,16258,0,1175,9,1172,416,0,0,0,32,0,2,0,30,0,191,482,37,125,23,37,212,4,38,16,13,19,331,8,37,175,252,18,3,1,18,16,1,9,0,0,39,114,7,7,8,11,0,9,7,2,30,58,79,78,101,10,2,9,3,9,0,1052,172,36,12,1,4622,1611,5344,8,0,4,120,92,37,33,12,62,37,35,35,0,29,95,46,232,104,4,23,9,26,36,4,56,0,8,10,6,401,25,0,1905,0,394,86,13,143,47,2996,291,52,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.meihillman.effectsvideo,208,5580,1052,0,389,348,0,2910,3125,0,13984,1301,21465,2501,10701,3590,360,5027,16087,3337,612,669,854,122,243,96,9915,0,322,583,1314,3265,444,756,7349,1100,2,0,129,2153,11294,1362,0,265,161,122,42,22,15,661,1110,1859,453,1446,171,293,9937,4755,366,246,127,596,0,0,0,0,0,0,607,109,633,34,495,8,1,386,73,1011,23,321,2,0,28991,1400,59889,2067,4,19,0,14587,819,7151,1807,6,17,0,913,27,2961,166,0,0,0,171,14,1297,108,0,0,0,36313,805,12445,13556,6833,0,577,17,629,239,0,0,0,90,0,11,0,20,4,420,449,61,152,15,32,209,5,61,31,21,23,318,23,7,192,423,44,17,10,20,10,2,16,1,2,77,134,17,22,12,9,9,1,10,4,18,33,37,42,50,0,15,20,39,20,0,1135,516,114,36,8,4617,1674,5331,15,6,4,213,166,94,62,13,82,63,12,60,1,7,106,37,253,97,3,27,14,68,45,0,27,0,18,9,1,543,23,0,2603,0,202,119,20,314,23,2997,314,63,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.atomicadd.fotos,458,11969,1305,0,463,252,0,7577,4283,0,34268,2982,72470,6444,27516,8170,666,17139,38200,8052,1604,1452,1535,204,301,230,28915,0,1803,1404,3015,9674,1757,2078,22021,3111,1,0,297,5534,28189,3872,0,603,349,324,125,75,70,1081,2518,4311,1509,3087,409,881,25574,13401,648,494,323,1353,0,0,0,0,0,0,1294,122,1337,29,788,292,2,1397,81,4396,25,653,291,3,35393,2414,95660,3877,8,37,0,17867,1519,18107,3589,10,28,0,2209,73,14057,237,0,2,0,385,51,4952,205,0,0,0,105942,2333,36176,37074,17099,0,1221,32,1225,444,0,0,0,160,0,16,0,69,12,687,1115,175,264,39,49,452,7,212,81,23,69,554,127,13,414,739,77,37,8,60,27,3,24,5,3,94,169,22,35,15,10,10,7,14,1,32,62,146,90,102,9,17,40,35,32,0,2443,1009,183,41,14,4749,1909,5439,35,15,4,367,210,159,84,22,104,74,43,77,7,21,309,136,538,245,5,69,76,164,90,4,74,0,52,27,7,903,176,1,5889,0,525,261,31,724,60,3032,542,385,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.LittleSunSoftware.Doodledroid,215,5488,4163,0,212,418,0,2590,8897,0,24861,2060,31706,2454,14420,7626,333,10129,24947,36129,13321,2404,836,62,196,149,18419,0,338,636,1325,5531,1450,1283,11124,1715,7,0,207,2594,15240,2058,0,296,96,583,329,48,45,427,1624,2944,1072,1724,322,603,14349,7583,737,664,340,1115,0,0,0,0,0,0,1109,131,1224,20,186,92,23,13943,61,6372,7,6380,51,3,11941,887,45456,2328,23,54,37,6264,473,9645,2556,30,30,25,1258,16,4169,225,0,0,0,101,12,1248,88,0,0,0,60603,1478,18959,15785,9865,0,1767,33,549,613,0,0,0,159,0,2,0,124,11,240,1833,240,132,29,21,845,8,261,94,8,207,129,47,22,639,828,105,38,23,98,28,7,20,5,2,29,96,9,7,5,10,7,11,9,24,11,167,388,254,286,6,48,52,156,50,0,1021,649,129,36,13,230,216,53,19,6,1,141,78,27,13,3,95,30,40,56,17,6,590,417,888,383,6,59,20,169,53,0,14,0,11,7,11,227,20,2,4060,0,380,280,23,353,110,38,143,93,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.mycreativephotostudio.hijabjilbabmodenfotomontage,355,7015,877,0,123,133,0,4928,3098,0,23597,1485,54256,4830,18945,5519,251,9468,25430,9761,862,1000,779,109,154,125,27462,0,756,700,1561,6730,874,769,14704,4206,1,0,245,2914,17600,2914,0,375,309,236,80,87,62,384,1274,2172,577,1628,181,413,17987,7560,366,306,177,934,0,0,0,0,0,0,641,20,772,5,393,14,1,765,17,9559,8,360,12,1,30035,1017,75397,2744,0,19,6,15267,607,12390,2824,0,18,3,4073,32,5928,356,0,4,0,202,26,2693,205,0,4,0,80268,1990,24447,29458,10712,0,652,26,653,263,0,0,0,118,0,2,0,59,7,242,899,168,72,29,35,333,4,128,170,3,44,353,14,3,254,448,53,18,22,20,9,1,10,0,0,9,69,8,3,6,6,3,1,5,6,14,52,113,39,78,7,14,31,35,22,0,1364,650,88,23,11,4653,1665,5335,6,0,0,116,77,33,33,13,48,24,16,27,6,7,281,204,339,250,4,49,32,184,82,4,26,0,19,10,2,422,27,0,2872,0,192,245,13,264,39,2997,310,55,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.cubelab.alltalkplus,461,6938,4646,0,268,423,0,7499,13965,0,37231,3209,85578,7344,32275,9490,753,20864,44116,11323,2273,1526,1834,196,383,783,36862,0,2122,1595,3506,11904,2062,2300,27399,3405,0,0,405,7397,29569,3471,0,587,341,468,179,69,42,1236,2601,4812,1646,3251,447,850,27900,14311,690,642,321,1590,0,0,0,0,0,0,1167,77,1561,21,820,371,6,1462,47,4701,18,676,227,5,36657,2620,105503,4474,8,49,22,18839,1186,22917,3991,7,31,8,2323,81,12316,564,0,0,0,368,86,4702,255,0,0,0,119523,2250,44367,38649,19914,0,2818,52,1952,975,0,0,0,172,0,13,0,89,8,703,1561,94,249,39,35,491,7,183,863,16,82,573,93,34,922,1025,67,39,21,98,88,8,51,3,4,81,217,25,30,15,14,12,7,7,11,36,176,290,143,226,10,37,43,92,47,0,1986,818,92,23,6,4821,1880,5391,18,6,2,279,203,79,50,15,109,52,34,63,6,21,318,181,480,203,5,49,20,854,48,0,64,0,26,27,4,836,127,0,6498,0,505,271,43,689,110,3028,550,323,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.dongby.android.mmshow.inter,590,7738,802,0,218,107,0,4755,2992,0,28508,1836,66109,5036,25271,6812,438,12419,29008,8184,5821,1401,1319,136,166,114,0,0,1214,1051,2221,9505,1271,1308,20771,2332,0,0,278,5933,20801,3155,0,813,308,308,130,30,31,677,1590,3035,966,2222,282,586,21789,9356,457,410,249,1258,0,0,0,0,0,0,799,71,1025,19,557,86,6,896,42,3656,13,1252,32,4,32468,1008,91836,3170,157,32,36,16950,726,16875,3052,55,23,19,2086,40,7708,380,0,0,0,252,43,2971,224,0,0,0,96379,2094,33608,34391,14427,0,676,34,943,296,0,0,0,173,0,5,0,54,7,543,1445,57,166,35,12,436,6,122,62,13,51,443,28,23,256,547,34,21,17,23,12,1,25,1,2,23,102,8,6,9,4,5,7,8,24,20,81,191,55,91,0,14,17,36,23,0,1552,785,109,32,19,4712,1720,5355,20,0,0,196,184,49,33,17,95,44,27,45,3,14,399,235,510,341,12,51,32,123,39,0,40,0,32,17,6,627,59,0,4203,0,316,285,33,392,51,3001,372,125,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.adsreality.codblackmarket,1,115,26,0,8,6,0,76,17,0,265,25,473,64,302,77,0,48,378,62,16,15,17,3,5,0,159,0,7,20,49,68,15,20,164,32,0,0,2,25,232,30,0,1,0,10,3,0,2,6,23,50,8,16,0,4,255,113,3,6,1,17,0,0,0,0,0,0,21,1,11,0,1,0,0,7,0,26,0,0,0,0,86,19,544,45,0,0,0,55,7,171,64,0,0,0,18,0,61,48,0,0,0,8,0,19,17,0,0,0,818,23,309,282,142,0,7,0,9,2,0,0,0,0,0,0,0,0,0,2,12,9,0,0,2,5,0,0,0,0,6,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,4,1,3,0,0,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,5,4,0,2,0,1,3,0,3,0,3,0,0,3,0,0,32,0,6,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.phonegap.tbaa,5,31,72,0,0,0,0,82,327,0,546,16,1354,121,513,106,5,171,626,176,10,6,11,3,0,0,888,0,14,22,50,116,4,4,407,31,0,0,0,57,398,49,0,9,2,0,0,0,0,3,12,31,37,15,0,9,460,167,1,2,1,18,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,56,0,0,0,0,40,4,1062,43,0,0,0,45,4,333,64,0,0,0,47,0,130,8,0,0,0,15,0,24,6,0,0,0,1992,34,635,420,302,0,76,0,26,54,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.microemu.android.se.appello.lp.WisepilotSE,409,7034,727,0,199,89,0,4305,3194,0,20756,1816,40961,3463,14796,4956,381,7376,25667,9123,4034,1171,973,193,235,107,18906,0,872,895,1901,6213,826,1192,12765,2145,5,0,227,2694,15961,2725,0,606,191,360,252,74,59,519,1372,2254,555,2289,226,509,14530,6267,392,421,226,1218,0,0,0,0,0,0,1142,34,1248,21,523,80,17,1981,22,4116,16,873,80,7,30554,1035,67256,2411,268,25,296,15772,902,11250,2525,200,36,158,874,27,7552,389,9,4,5,177,31,2443,259,4,2,8,57076,1016,20271,24681,11718,0,741,10,721,350,0,0,0,58,0,4,0,67,5,261,809,119,187,21,31,359,5,176,100,12,97,381,34,154,307,399,50,40,9,43,9,16,14,3,1,10,148,14,18,2,3,0,0,18,13,7,57,222,59,124,7,5,26,13,30,1,1140,425,145,42,10,4743,1796,5361,16,7,5,173,126,55,63,12,31,12,12,26,9,6,450,279,755,298,2,49,32,140,91,2,38,0,28,21,6,660,52,1,4056,0,333,384,35,596,141,3048,433,71,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
