package-name,nop,move,move/from16,move/16,move-wide,move-wide/from16,move-wide/16,move-object,move-object/from16,move-object/16,move-result,move-result-wide,move-result-object,move-exception,return-void,return,return-wide,return-object,const/4,const/16,const,const/high16,const-wide/16,const-wide/32,const-wide,const-wide/high16,const-string,const-string-jumbo,const-class,monitor-enter,monitor-exit,check-cast,instance-of,array-length,new-instance,new-array,filled-new-array,filled-new-array-range,fill-array-data,throw,goto,goto/16,goto/32,packed-switch,sparse-switch,cmpl-float,cmpg-float,cmpl-double,cmpg-double,cmp-long,if-eq,if-ne,if-lt,if-ge,if-gt,if-le,if-eqz,if-nez,if-ltz,if-gez,if-gtz,if-lez,unused_3E,unused_3F,unused_40,unused_41,unused_42,unused_43,aget,aget-wide,aget-object,aget-boolean,aget-byte,aget-char,aget-short,aput,aput-wide,aput-object,aput-boolean,aput-byte,aput-char,aput-short,iget,iget-wide,iget-object,iget-boolean,iget-byte,iget-char,iget-short,iput,iput-wide,iput-object,iput-boolean,iput-byte,iput-char,iput-short,sget,sget-wide,sget-object,sget-boolean,sget-byte,sget-char,sget-short,sput,sput-wide,sput-object,sput-boolean,sput-byte,sput-char,sput-short,invoke-virtual,invoke-super,invoke-direct,invoke-static,invoke-interface,unused_73,invoke-virtual/range,invoke-super/range,invoke-direct/range,invoke-static/range,invoke-interface-range,unused_79,unused_7A,neg-int,not-int,neg-long,not-long,neg-float,neg-double,int-to-long,int-to-float,int-to-double,long-to-int,long-to-float,long-to-double,float-to-int,float-to-long,float-to-double,double-to-int,double-to-long,double-to-float,int-to-byte,int-to-char,int-to-short,add-int,sub-int,mul-int,div-int,rem-int,and-int,or-int,xor-int,shl-int,shr-int,ushr-int,add-long,sub-long,mul-long,div-long,rem-long,and-long,or-long,xor-long,shl-long,shr-long,ushr-long,add-float,sub-float,mul-float,div-float,rem-float,add-double,sub-double,mul-double,div-double,rem-double,add-int/2addr,sub-int/2addr,mul-int/2addr,div-int/2addr,rem-int/2addr,and-int/2addr,or-int/2addr,xor-int/2addr,shl-int/2addr,shr-int/2addr,ushr-int/2addr,add-long/2addr,sub-long/2addr,mul-long/2addr,div-long/2addr,rem-long/2addr,and-long/2addr,or-long/2addr,xor-long/2addr,shl-long/2addr,shr-long/2addr,ushr-long/2addr,add-float/2addr,sub-float/2addr,mul-float/2addr,div-float/2addr,rem-float/2addr,add-double/2addr,sub-double/2addr,mul-double/2addr,div-double/2addr,rem-double/2addr,add-int/lit16,sub-int/lit16,mul-int/lit16,div-int/lit16,rem-int/lit16,and-int/lit16,or-int/lit16,xor-int/lit16,add-int/lit8,sub-int/lit8,mul-int/lit8,div-int/lit8,rem-int/lit8,and-int/lit8,or-int/lit8,xor-int/lit8,shl-int/lit8,shr-int/lit8,ushr-int/lit8,unused_E3,unused_E4,unused_E5,unused_E6,unused_E7,unused_E8,unused_E9,unused_EA,unused_EB,unused_EC,unused_ED,execute-inline,unused_EF,invoke-direct-empty,unused_F1,iget-quick,iget-wide-quick,iget-object-quick,iput-quick,iput-wide-quick,iput-object-quick,invoke-virtual-quick,invoke-virtual-quick/range,invoke-super-quick,invoke-super-quick/range,unused_FC,unused_FD,UNUSED_FE,UNUSED_FF,
com.icon.pln123,208,3181,1697,0,140,103,0,2053,3593,0,15016,1811,35593,2807,10453,3858,354,6838,16614,6033,371,737,1077,80,643,1021,21596,0,344,501,1120,7529,609,935,9718,1665,0,0,80,3260,10031,1694,0,232,170,156,73,92,46,608,662,1197,741,1191,123,458,8816,4721,379,273,150,708,0,0,0,0,0,0,398,43,701,4,198,53,1,564,32,2408,8,1407,24,0,4063,690,27402,1451,2,31,1,2133,371,7015,1238,2,17,2,750,24,9635,285,0,0,0,186,13,2150,250,0,0,0,54738,1057,14066,17642,6366,0,1169,7,407,406,0,0,0,38,0,7,0,20,5,418,437,1159,139,12,23,231,3,627,1212,5,57,124,11,10,275,350,19,8,2,28,41,1,14,1,3,36,85,7,9,9,3,17,0,8,10,18,66,105,125,87,10,19,18,21,31,0,1115,298,45,4,5,89,131,20,5,0,1,126,127,13,14,4,99,57,6,35,1,7,145,83,322,58,5,233,673,1325,139,4,43,0,14,4,0,236,49,0,2745,0,234,169,26,229,36,27,157,94,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.aqua.apps.sher.shayari.collection,37,534,106,0,7,27,0,432,434,0,1554,75,3579,717,1511,376,14,591,2309,920,133,75,93,35,5,4,2153,0,51,189,425,544,78,81,1232,160,0,0,3,515,1546,251,0,28,30,23,10,1,0,42,121,126,79,128,12,29,1160,554,22,14,17,46,0,0,0,0,0,0,14,0,94,0,277,0,0,49,0,260,0,266,0,0,22858,93,36769,224,0,0,0,11376,59,1020,226,0,0,0,80,3,481,7,0,0,0,17,2,188,13,0,0,0,5832,88,1935,2455,861,0,80,0,66,21,0,0,0,3,0,0,0,1,0,11,97,2,6,1,0,40,1,6,0,3,2,200,0,0,14,33,2,0,1,8,3,0,1,0,0,0,3,2,0,3,0,0,0,0,0,0,7,11,3,13,0,0,0,0,0,0,50,33,9,0,0,4429,1523,5319,0,0,0,13,15,6,0,12,1,0,0,0,0,1,33,15,47,23,0,0,0,4,2,0,2,0,1,1,1,411,2,0,191,0,2,10,2,15,5,2978,204,69,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.nom.obdiicodesdemo,95,1316,294,0,36,64,0,1267,1647,0,4466,489,11903,1627,4370,991,69,2359,6239,1725,111,81,234,31,31,21,5679,0,83,458,1041,1594,231,313,3396,396,0,0,12,1291,4505,656,0,101,92,10,6,6,5,131,224,317,138,385,32,77,4369,1753,91,54,26,153,0,0,0,0,0,0,170,24,194,0,282,1,0,84,11,449,0,279,0,0,23869,324,44507,862,0,0,0,11860,180,3353,695,0,0,0,125,8,946,86,0,0,0,32,7,555,30,0,0,0,16918,304,5251,7440,3562,0,169,5,251,71,0,0,0,3,0,1,0,1,2,58,42,5,26,2,3,17,1,14,3,3,9,294,3,0,28,24,2,1,1,2,0,0,4,0,0,16,29,6,0,5,1,0,6,1,1,12,0,5,4,7,0,0,0,0,0,0,386,39,19,6,2,4566,1547,5323,0,0,0,59,25,28,4,14,28,19,14,19,0,6,26,3,49,16,0,0,1,4,5,0,13,0,1,2,0,356,22,0,725,0,76,17,1,56,2,2984,249,16,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.ufo.workout,176,4584,680,0,68,91,0,2297,2406,0,12577,719,19473,2064,9255,3066,99,4044,12825,2524,505,579,344,39,64,42,7644,0,181,566,1313,3307,513,441,5704,773,0,0,113,1682,9278,1108,0,193,156,178,55,11,8,173,794,1195,461,1015,116,232,9628,3960,295,167,78,492,0,0,0,0,0,0,488,27,314,1,283,6,0,353,14,570,1,280,0,0,27561,402,56728,1931,0,16,0,13547,253,5969,1692,0,13,0,916,11,1793,124,0,0,0,40,8,1015,63,0,0,0,33643,965,9907,11337,5588,0,433,19,374,141,0,0,0,117,0,1,0,55,7,92,468,6,33,12,7,225,2,103,26,3,35,296,3,0,159,381,15,9,6,14,6,1,10,0,0,20,41,6,2,5,2,3,7,5,1,12,42,76,29,51,0,13,16,30,11,0,1138,527,43,10,4,4620,1635,5331,6,0,0,76,31,29,3,14,43,23,18,24,0,9,198,88,242,97,3,24,13,50,9,0,15,0,3,3,0,384,24,0,1733,0,112,95,7,246,26,2999,262,25,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.llamalab.automate.ext.superuser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.microsoft.msra.followus.app,284,3961,4382,0,222,320,0,4118,10844,0,26021,2774,53273,3140,19078,7908,724,15100,26057,6645,1443,1144,803,112,204,119,13735,0,1178,638,1349,8077,1480,1494,15350,2353,4,0,294,4206,18277,1728,0,354,169,340,110,35,21,680,2027,3449,856,2517,411,601,16657,8644,714,484,244,1054,0,0,0,0,0,0,1025,72,1528,14,226,63,1,991,52,2844,38,209,21,0,9747,770,40271,2397,19,66,0,4981,459,11562,2309,3,35,0,1653,55,7895,234,0,13,0,67,28,2476,111,0,0,0,71591,1739,26547,20552,13295,0,2366,48,922,872,0,0,0,205,0,17,0,64,14,464,855,36,137,38,23,321,4,194,47,4,90,127,45,5,894,1115,52,40,12,95,38,18,21,0,2,56,180,9,35,15,10,10,9,10,5,28,175,225,122,180,4,37,41,84,40,2,1178,624,45,28,10,112,194,84,12,1,1,169,77,96,43,14,46,14,27,18,11,5,239,117,341,111,4,43,14,78,31,0,44,0,11,11,15,169,19,2,5986,0,339,201,40,455,73,113,191,116,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cruzi.android,1,0,1,0,0,0,0,26,72,0,149,0,835,69,157,23,0,80,367,38,45,8,3,0,0,0,626,0,11,1,2,36,0,8,215,31,0,0,0,37,111,4,0,1,0,0,0,0,0,0,0,15,13,4,0,9,79,48,0,0,1,17,0,0,0,0,0,0,0,0,14,0,0,0,0,6,0,114,0,0,0,0,7,0,274,0,0,0,0,10,0,116,0,0,0,0,0,0,91,0,0,0,0,0,0,18,0,0,0,0,917,49,283,277,286,0,20,5,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.andromo.dev447662.app428541,229,3521,289,0,47,37,0,1567,1181,0,9625,552,17611,2181,7740,2385,122,3937,12120,3327,290,421,269,36,27,38,8796,0,173,315,689,2765,403,567,5640,806,0,0,45,2178,7672,1331,0,253,172,148,68,28,16,154,599,674,183,871,60,110,7165,2649,202,111,97,400,0,0,0,0,0,0,124,2,308,1,271,5,0,140,0,1447,0,266,0,0,25653,446,48073,1178,0,10,5,12958,299,4167,1054,0,10,2,306,17,2854,133,0,0,0,117,11,1412,46,0,0,0,31055,714,9058,11951,5723,0,265,8,213,92,0,0,0,27,0,1,0,9,0,46,344,30,30,9,10,151,1,33,14,5,7,266,2,2,80,199,18,11,4,3,4,0,11,0,0,2,23,4,1,0,1,3,0,1,1,6,11,76,14,43,8,0,1,2,1,0,601,193,19,12,2,4610,1578,5316,7,0,0,28,29,9,2,2,15,3,15,2,0,10,101,51,149,75,1,12,9,17,10,2,19,0,5,1,3,362,4,0,1099,0,127,77,3,162,30,2990,247,15,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.green.banana.photoedit.collagephoto,200,4342,516,0,78,82,0,1953,2166,0,11573,695,18208,2188,8414,2160,111,3101,13586,3449,921,1197,569,69,125,503,8630,0,305,476,1075,3035,472,416,7544,1108,0,0,154,1702,8252,1784,0,237,133,333,161,21,22,246,724,1107,555,833,100,241,8104,3795,339,256,169,578,0,0,0,0,0,0,397,14,485,4,285,6,0,469,9,1597,3,276,16,0,28610,561,54637,1601,1,17,0,14484,377,5701,1538,1,17,0,1640,9,3214,108,0,0,0,126,6,1446,46,0,0,0,31895,1233,12054,11777,5569,0,545,22,490,161,0,0,0,97,0,0,0,44,0,125,1136,30,39,19,7,411,1,151,31,4,65,299,7,1,157,437,15,24,4,17,6,3,14,0,0,10,45,7,3,3,1,3,0,0,0,10,46,265,84,130,6,0,8,2,8,0,843,489,53,28,1,4662,1597,5328,5,0,0,61,57,22,6,12,34,20,5,20,0,4,418,374,676,374,2,29,26,90,17,2,33,0,5,11,2,386,20,0,1569,0,137,245,4,157,20,2997,297,36,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.vg.franticfrigate,238,2896,326,0,100,40,0,2849,2273,0,11174,894,30148,3158,9675,2898,269,7800,14482,5497,492,233,487,60,42,50,12583,0,753,411,860,3745,716,1127,8762,1081,0,0,23,3094,10689,1486,0,353,159,26,19,25,29,290,843,1457,548,1032,146,278,7939,3990,131,164,90,445,0,0,0,0,0,0,279,10,675,118,646,161,1,540,7,1569,118,1370,181,2,25660,585,51645,749,2,28,6,13252,380,6153,841,4,13,3,172,27,5630,132,0,0,0,318,14,1785,57,0,0,0,43049,461,13312,13943,7236,0,679,5,492,150,0,0,0,23,0,9,0,8,0,137,98,30,80,3,20,47,1,14,7,12,13,446,63,8,141,134,3,6,2,16,70,2,3,1,0,8,29,5,3,0,1,1,2,5,4,10,3,1,5,8,3,0,3,3,5,0,576,100,8,2,1,4588,1613,5337,5,3,0,66,49,16,2,0,55,27,21,25,5,15,11,2,48,16,1,18,5,11,17,4,19,0,17,10,1,590,82,0,2087,0,174,34,9,279,23,2984,390,195,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.gamegarden.fd,302,4551,2485,0,115,193,0,4377,6083,0,22232,1597,45928,4157,20368,5876,310,11379,26514,7089,555,875,725,68,125,91,21603,0,721,885,1960,6598,1137,1177,14007,2884,0,0,894,3737,17020,2356,0,455,306,243,73,29,17,364,1248,1820,634,1685,125,271,16252,7140,277,212,130,744,0,0,0,0,0,0,562,43,685,6,339,36,2,579,27,3274,2,564,12,1,28409,836,67598,2392,11,42,0,14573,524,11023,2295,7,29,0,1250,27,6984,347,0,1,0,105,29,3961,216,0,1,0,65401,1141,23209,29834,11808,0,1405,23,901,470,0,0,0,54,0,3,0,59,7,152,598,23,59,25,18,260,4,106,30,9,50,311,17,4,399,441,25,11,4,31,23,3,15,0,0,17,89,4,8,6,6,5,1,1,1,11,97,156,112,128,4,33,33,66,32,0,1220,245,42,8,3,4637,1636,5337,3,0,0,60,62,16,26,13,48,20,17,20,0,14,202,82,322,126,4,36,8,66,25,0,52,0,19,6,1,408,24,0,2500,0,313,113,13,264,39,3000,298,44,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.netease.edu.ucmooc,370,9547,1278,0,487,215,0,4194,4236,0,28964,3888,57064,4074,22138,7402,986,10976,29720,7630,2517,932,2603,405,133,152,24475,0,1858,702,1484,7851,1320,1688,18558,2587,0,0,276,4422,21146,2998,0,504,222,295,96,56,22,1314,1781,3446,963,2742,427,864,20700,11040,733,707,460,1447,0,0,0,0,0,0,1112,387,1503,14,857,126,13,1162,1168,3586,10,243,33,16,12755,2329,52428,3134,75,15,37,6572,1541,14692,3189,62,16,22,1517,91,7235,1416,0,0,0,230,87,3246,436,1,0,0,86163,2016,30394,26594,14095,0,871,46,1096,345,0,0,0,229,0,14,0,47,5,1272,972,68,460,31,68,382,3,118,52,22,42,210,35,40,464,759,39,54,27,24,14,1,18,2,8,72,138,4,20,12,8,5,2,42,25,1063,42,129,40,85,0,13,19,33,30,0,1829,973,169,60,16,126,447,34,17,0,5,495,227,122,83,11,1248,478,48,481,8,44,199,124,411,220,2,33,13,80,75,0,17,0,46,40,22,736,40,0,8170,0,320,225,46,582,63,21,475,147,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tikamori.com.boyorgirl,301,7682,726,0,126,126,0,4201,3649,0,22883,1554,39755,3906,19338,5831,264,9576,24970,5111,726,1065,949,99,217,189,19991,0,1127,872,1932,7265,988,1275,14734,1793,0,0,123,4299,17301,2320,0,350,228,331,103,65,47,475,1371,1939,801,1935,227,395,16894,11099,489,278,190,1040,0,0,0,0,0,0,709,57,835,2,312,13,1,683,38,2654,4,301,11,0,30831,884,80599,3174,0,43,0,15371,561,13732,2825,0,31,0,1640,28,6536,1524,0,3,0,148,21,2549,878,0,1,0,63318,2060,23738,24545,10180,0,746,31,639,343,0,0,0,141,0,4,0,73,9,235,883,154,78,24,23,364,5,151,104,9,62,240,25,1,303,556,31,10,7,24,13,1,15,0,0,24,78,11,12,11,2,3,6,6,1,19,53,128,71,98,0,14,25,30,35,0,1986,814,78,16,12,4530,1689,5344,9,1,0,122,113,55,42,18,76,27,32,29,0,13,312,138,474,226,8,73,54,183,82,2,59,0,25,17,0,482,29,0,3217,0,309,275,7,338,58,3007,364,109,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.zenjoy.musicvideo,335,8203,1134,0,412,291,0,5001,3148,0,24731,2303,45870,4761,21565,6384,654,10935,27880,6117,1169,1290,1444,215,261,172,20254,0,1150,1138,2467,6266,1063,1218,16298,2439,2,0,315,4379,19484,2021,0,402,222,299,103,58,24,1098,1803,2889,806,2318,310,526,18111,9146,513,490,247,1091,0,0,0,0,0,0,833,119,914,29,584,87,7,800,78,2921,25,397,20,6,32898,1707,79140,3396,20,27,1,16741,1167,13353,3093,14,19,2,1932,68,8028,239,1,1,1,236,47,3568,149,0,0,0,69143,1693,27726,25578,13071,0,777,34,982,337,0,0,0,162,0,12,0,73,5,813,1314,70,262,23,57,484,6,140,88,27,71,388,40,23,272,697,69,51,34,32,16,4,32,2,4,90,195,24,33,17,11,12,7,11,8,21,51,162,88,110,0,15,26,39,23,0,1810,893,196,71,19,4703,1735,5349,26,6,4,334,257,144,82,23,100,62,26,57,8,11,339,191,582,304,3,46,32,123,59,0,49,0,65,16,20,662,47,0,4009,0,366,227,37,458,43,3034,382,137,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.newstab,491,7514,4492,0,311,316,0,7244,15575,0,46257,3340,104112,6466,34310,12503,884,27919,47417,11771,3357,1522,2126,222,265,250,35837,0,3327,1643,3537,17160,2693,3489,29758,4743,4,0,365,8886,33059,3393,0,587,366,437,185,117,77,1418,2659,4830,1360,4241,555,1368,31006,17093,1050,886,402,1851,0,0,0,0,0,0,1102,173,2337,62,309,414,48,1012,62,8553,37,164,161,12,14778,1958,79544,4665,24,114,20,7722,1176,22387,3971,17,63,14,2058,45,11822,422,0,6,0,136,46,4964,259,0,0,0,131471,3083,50062,44150,27401,0,3610,47,1603,923,0,0,0,207,0,12,0,89,7,911,1320,110,310,34,65,702,9,171,90,21,61,180,88,39,1117,1206,89,52,42,143,51,15,46,0,7,109,244,39,45,16,18,12,10,12,20,35,183,318,170,206,4,43,57,76,39,0,2619,936,140,31,16,254,286,162,24,12,2,343,238,75,42,5,143,52,78,78,19,23,369,251,579,162,6,60,31,121,53,0,75,0,13,11,5,311,57,2,8416,0,717,370,60,536,80,78,247,141,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
air.CookingMania.CocktailMeatballs,479,6130,2244,0,203,207,0,6114,5283,0,24035,2089,48448,5446,21005,7103,492,14047,32035,7228,403,812,960,98,164,116,22198,0,481,827,1874,7065,1116,1204,14252,2578,0,0,68,4994,19663,2783,0,641,561,267,96,63,49,644,1567,1744,554,1856,126,260,16490,6789,363,218,190,782,0,0,0,0,0,0,535,52,795,3,305,25,0,483,35,4190,3,287,29,0,28930,1564,70518,2624,35,43,6,15397,887,12139,2339,10,31,3,1158,26,6975,235,0,4,0,103,17,2960,99,0,0,0,73568,1591,23760,32803,14517,0,1210,17,1023,447,0,0,0,57,0,2,0,26,5,169,453,33,72,18,23,233,4,118,27,7,36,303,8,2,368,416,26,9,4,29,18,3,18,0,0,17,78,7,6,9,4,5,0,2,1,17,92,111,79,102,12,36,44,72,39,0,1237,226,44,9,3,4642,1654,5328,5,0,0,91,72,31,19,12,55,21,30,23,0,22,118,76,235,71,5,45,14,69,31,4,56,0,10,9,5,404,29,0,2087,0,395,114,8,263,61,3000,283,39,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cy6DfJVkoq4EGj7CZk3M.zengarden3d.free,83,1267,121,0,11,23,0,708,698,0,3894,182,6520,398,2182,956,38,1518,4064,1399,86,138,123,17,20,4,2830,0,52,123,262,730,111,97,1863,292,0,0,2,594,2650,334,0,158,62,53,16,5,5,62,268,250,73,376,16,43,1829,751,54,31,34,90,0,0,0,0,0,0,46,2,68,1,269,1,0,44,0,263,0,265,0,0,23559,194,37509,423,0,0,5,11820,104,1357,402,0,0,1,40,3,671,70,0,0,0,3,2,469,13,0,0,0,8818,122,2738,5660,1336,0,125,2,122,79,0,0,0,9,0,0,0,2,0,3,145,1,7,2,0,82,1,5,0,3,4,264,2,1,29,72,7,0,1,4,1,0,3,0,0,0,3,0,0,0,0,0,0,1,1,4,7,23,8,12,2,0,1,0,0,0,130,51,5,1,1,4577,1539,5314,2,0,0,4,9,2,0,0,10,0,5,0,0,1,55,20,57,29,0,1,1,5,1,2,2,0,0,2,1,342,2,0,345,0,12,16,0,31,8,2978,199,4,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.avtofriend.main.autofriend,757,10651,5685,0,453,434,0,10264,12963,0,49568,4240,100636,9366,42830,12194,1008,28086,58139,12526,2118,1792,2205,215,366,336,39034,0,1636,2003,4435,15386,2570,2735,31198,4842,0,0,416,10145,37734,4701,0,1048,802,642,276,155,96,1513,3192,4642,1136,4088,405,763,33450,15476,842,743,415,1889,0,0,0,0,0,0,1326,125,2041,20,507,116,4,1191,74,6769,16,400,30,3,39759,2862,111278,5024,45,50,7,21515,1721,25235,4581,18,45,5,2285,48,13201,408,0,0,0,179,50,5601,205,0,0,0,143876,2903,53132,59712,27481,0,3228,53,2020,960,0,0,0,239,0,16,0,118,25,700,1709,134,292,48,52,652,5,234,116,19,93,398,38,23,999,1234,87,44,17,76,39,10,40,0,2,75,209,25,21,13,16,13,7,8,10,36,284,372,250,352,12,63,93,175,99,0,2967,836,132,34,13,4758,1769,5391,16,2,1,326,199,66,34,16,161,59,79,65,4,61,442,242,693,242,6,138,57,230,80,5,112,0,18,26,12,599,43,1,6678,0,854,316,37,446,119,3020,405,115,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.joyfox.game.bubblemania,414,5990,2628,0,211,320,0,6119,7080,0,28932,2606,65922,7063,26738,7400,514,15007,35422,8219,550,1221,1313,152,183,151,33388,0,887,1383,3045,9187,1429,1422,20072,2862,0,0,201,5292,22962,3360,0,625,301,250,81,42,36,756,1536,2637,840,2042,205,416,22876,9799,432,308,180,1060,0,0,0,0,0,0,625,135,876,9,546,75,8,503,97,4479,7,453,22,2,30982,1484,84505,3220,169,37,35,16238,1020,16316,3072,124,26,16,1637,53,10568,331,0,5,0,258,50,4176,232,0,1,0,92939,1807,31974,39190,17894,0,1791,29,1080,595,0,0,0,67,0,3,0,59,14,356,686,69,148,26,37,385,7,131,51,18,65,399,24,13,482,529,27,15,5,48,39,3,17,1,0,40,139,14,21,10,9,5,7,4,36,14,104,143,114,122,4,43,40,151,39,0,1709,363,60,12,6,4755,1778,5351,12,0,0,185,126,51,50,19,117,48,50,59,2,22,207,84,382,174,3,77,15,96,48,0,69,0,25,14,1,677,145,0,3378,0,551,165,36,615,206,3003,374,119,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.iChing,1,14,73,0,0,0,0,31,110,0,159,2,734,0,142,11,0,22,110,55,368,3,0,0,0,2,447,0,13,0,0,88,0,2,128,5,0,0,0,0,85,15,0,2,0,0,0,0,0,0,2,21,15,11,0,4,89,9,0,0,0,10,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,56,0,0,0,0,0,0,418,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623,9,191,301,198,0,124,0,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,54,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com.blstreamperu.radioinkasat,176,2093,584,0,54,55,0,1750,1674,0,7987,558,18425,2393,7470,2403,145,5099,11007,3353,173,185,278,36,33,22,9766,0,127,313,671,2507,335,535,5785,753,0,0,12,2306,6454,1131,0,227,161,48,23,20,28,149,405,421,141,666,46,83,5347,2110,119,75,81,279,0,0,0,0,0,0,90,7,270,1,274,1,0,93,4,1570,0,274,9,0,24455,414,45499,764,0,0,6,12503,250,4138,721,0,0,3,130,14,2694,88,0,0,0,9,8,1318,21,0,0,0,28669,365,8734,12032,6250,0,437,3,239,137,0,0,0,3,0,2,0,1,0,60,142,15,39,2,14,60,1,12,3,7,3,273,9,2,78,92,13,2,3,3,11,0,7,1,0,7,16,14,12,1,0,1,0,2,6,6,26,27,19,23,8,0,3,1,1,0,392,62,11,4,0,4567,1537,5311,0,0,0,24,18,22,5,0,23,9,13,9,0,8,44,13,45,12,2,14,5,10,10,4,18,0,9,4,1,360,3,0,777,0,120,34,9,53,19,2987,216,7,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
